idProjects,ProjectName,FirstDataSource,ProjectWebpage,FacebookPage,ProjectTwitter,Comments
5002,Support For Pogo,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5004,Supporting and Funding Digital Social Innovation in the Northern Ireland Third Sector,Digital Social Innovation Database,,NULL,NULL,
5005,supporting innovative social innovation through digital and creative technologies,Digital Social Innovation Database,Not found,NULL,NULL,
5006,"Supporting transition towards an ecologic, healthy, participatory, social equitable, social entrepreneurial city, Antwerp.",Digital Social Innovation Database,Not found,NULL,NULL,
5007,Supports SMEs on Innovation and Intellectual Property issues,Digital Social Innovation Database,Not found,NULL,NULL,
5008,Suupohja Living Lab,Digital Social Innovation Database,Not found,NULL,NULL,
5010,SwapItNI,Digital Social Innovation Database,Not found,NULL,NULL,
5014,Symba IDF,Digital Social Innovation Database,Not found,NULL,NULL,
5015,Systemic Research,Digital Social Innovation Database,Not found,NULL,NULL,
5017,Talent Garden CoWorking,Digital Social Innovation Database,https://talentgarden.org/uk/why-talent-garden/,NULL,NULL,
5018,taller de negocios,Digital Social Innovation Database,Not found,NULL,NULL,
5022,Tax Audit,Digital Social Innovation Database,Not found,NULL,NULL,
5025,TaxiTastic,Digital Social Innovation Database,Not found,NULL,NULL,
5026,Teach First Alumni Community,Digital Social Innovation Database,Not found,NULL,NULL,Not SI
5027,Tech for Good NI Working Group,Digital Social Innovation Database,Not found,NULL,NULL,
5028,TechDRC,Digital Social Innovation Database,Not found,NULL,NULL,
5029,techh,Digital Social Innovation Database,Not found,NULL,NULL,
5030,Technology for Social Development,Digital Social Innovation Database,Not found,NULL,NULL,
5033,Tekslate,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5036,Telepresence,Digital Social Innovation Database,Not found,NULL,NULL,
5037,Teletest: Desarrollo de un dispositivo de analisis telematico para biomarcadores de salud,Digital Social Innovation Database,http://evida.deusto.es/project/teletest/,NULL,NULL,
5041,TEN - The European Network,Digital Social Innovation Database,https://www.ten-law.net/vision/,NULL,NULL,
5043,Test,Digital Social Innovation Database,Not found,NULL,NULL,
5044,Tevere,Digital Social Innovation Database,Not found,NULL,NULL,
5048,the acceleration agenda knowledge about social entrepreneurship in higher and academic education,Digital Social Innovation Database,Not found,NULL,NULL,
5053,The Centre - Edelman Brussels forum for Public Engagement,Digital Social Innovation Database,Not found,NULL,NULL,
5054,The Civic Crowd,Digital Social Innovation Database,Not found,NULL,NULL,
5056,The Definitive Guide to Building a New Website,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5058,The Food Assembly,Digital Social Innovation Database,https://thefoodassembly.com/en#buy,NULL,NULL,
5059,The Forgotten Box,Digital Social Innovation Database,Not found,NULL,NULL,
5061,The Ground_Up Project,Digital Social Innovation Database,https://groundupproject.net/about,NULL,NULL,
5062,The Hackable City,Digital Social Innovation Database,http://thehackablecity.nl/about/,NULL,NULL,
5065,The Importance of Opting for Responsive Site Design Services,Digital Social Innovation Database,Not found,NULL,NULL,
5066,The International Ridesharing Day,Digital Social Innovation Database,Not found,NULL,NULL,
5068,The largest open database of companies in the world,Digital Social Innovation Database,Not found,NULL,NULL,
5069,The Malta Challenge,Digital Social Innovation Database,Not found,NULL,NULL,
5070,the medical search,Digital Social Innovation Database,Not found,NULL,NULL,
5071,The most effective Christmas Gifts For Mothers,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5072,the name of our country is bangladesh,Digital Social Innovation Database,Not found,NULL,NULL,
5075,The Sponge Media Lab,Digital Social Innovation Database,Not found,NULL,NULL,
5078,The Well-being Cloud,Digital Social Innovation Database,Not found,NULL,NULL,
5079,The Wikirate Project,Digital Social Innovation Database,https://wikirate.org/,NULL,NULL,
5084,Think Commons,Digital Social Innovation Database,http://thinkcommons.org/en/about-tc/,NULL,NULL,
5086,Thomas  Abraham,Digital Social Innovation Database,Not found,NULL,NULL,
5087,Thoughtful,Digital Social Innovation Database,Not found,NULL,NULL,
5091,Time bank app,Digital Social Innovation Database,https://timebank.cc/about/introduction/,NULL,NULL,
5092,Timebank Amsterdam,Digital Social Innovation Database,https://timebank.cc/amsterdam/,NULL,NULL,
5093,TIMU _ community STORYTELLING platform,Digital Social Innovation Database,Not found,NULL,NULL,
5094,Tips for better mobile app development in New York City,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5095,TIPS FOR BETTER SEARCH ENGINE OPTIMIZATION RESULTS IN CANADA,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5097,Tips on electrical engineering,Digital Social Innovation Database,Not found,NULL,NULL,
5098,Tips On Installing A Ceiling Fan,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5099,Tiree Tech Wave,Digital Social Innovation Database,http://tireetechwave.org/,NULL,NULL,
5101,Top 10 Android Game Hacking applications,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5104,Top Addicting Games For Kids to Play at Free Time,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5109,Top Online Seniors,Digital Social Innovation Database,Not found,NULL,NULL,
5110,Top Possum Secrets,Digital Social Innovation Database,Not found,NULL,NULL,
5112,Toponymia.gr,Digital Social Innovation Database,Not found,NULL,NULL,
5115,totaltechteamweb,Digital Social Innovation Database,Not found,NULL,NULL,
5118,Toy Company Careers,Digital Social Innovation Database,Not found,NULL,NULL,
5124,Transformify,Digital Social Innovation Database,Not found,NULL,NULL,
5129,Travelling Bug House,Digital Social Innovation Database,Not found,NULL,NULL,
5131,tree service salem oregon,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5132,Trend research,Digital Social Innovation Database,Not found,NULL,NULL,
5133,Trends to Be Followed by Andriod & iOS App Development Companies in 2017,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5137,TTech,Digital Social Innovation Database,https://www.ttec.com/about-us,NULL,NULL,
5139,TuDerechoaSaber.es,Digital Social Innovation Database,https://tuderechoasaber.es/,NULL,NULL,Project closed
5142,Tulsa Injury Attorneys,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5143,"Tunisie Bondy Blog, a journalism school by the citizen",Digital Social Innovation Database,Not found,NULL,NULL,
5145,Tv Cable Claro,Digital Social Innovation Database,Not found,NULL,NULL,
5146,Tv Cable Por Internet,Digital Social Innovation Database,Not found,NULL,NULL,
5147,Tweetlocal,Digital Social Innovation Database,Not found,NULL,NULL,
5150,UK online centres network,Digital Social Innovation Database,Not found,NULL,NULL,
5153,Uncertainty in new city planning,Digital Social Innovation Database,Not found,NULL,NULL,
5154,Understanding Escape Games Better,Digital Social Innovation Database,Not found,NULL,NULL,
5155,"Unemployment, the great drama of the advance of technology",Digital Social Innovation Database,Not found,NULL,NULL,
5157,Universal Design of ICT,Digital Social Innovation Database,Not found,NULL,NULL,Several pages for universities degrees
5158,Universal University free education for everyone using crowdsourcing and crowdfunding,Digital Social Innovation Database,Not found,NULL,NULL,
5160,University-Community Links,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
5161,"Unlike Us, network for alternatives in social media",Digital Social Innovation Database,Not found,NULL,NULL,
5162,Unlimited Cities DIY,Digital Social Innovation Database,http://www.unli-diy.org/EN/index.php,NULL,NULL,
5163,Unreasonable Labs Turkey,Digital Social Innovation Database,Not found,NULL,NULL,
5164,Unsecured Loans,Digital Social Innovation Database,Not found,NULL,NULL,
5165,UP Campus,Digital Social Innovation Database,https://up-campus.org/help/about-us,NULL,NULL,
5176,User Experience Consultant,Digital Social Innovation Database,Not found,NULL,NULL,
5177,usessayhelp.blogspot.com,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5178,USING GAMES TO ENGAGE YOUNG PEOPLE,Digital Social Innovation Database,Not found,NULL,NULL,
5180,UTHA,Digital Social Innovation Database,Not found,NULL,NULL,
5183,varicose veins,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5187,Verona FabLab School,Digital Social Innovation Database,https://www.veronafablab.it/,NULL,NULL,
5189,VETLICAT,Digital Social Innovation Database,Not found,NULL,NULL,
5191,vicini di casa (Neighbours),Digital Social Innovation Database,Not found,NULL,NULL,
5194,VilaWatt,Digital Social Innovation Database,Not found,NULL,NULL,
5195,virtual accelerator,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
5196,Virtual.Almere,Digital Social Innovation Database,Not found,NULL,NULL,
5200,Vital Choice wild salmon,Digital Social Innovation Database,Not found,NULL,NULL,
5201,VOICE - Virtual Open Incubation Ecosystem,Digital Social Innovation Database,http://www.voice-project.eu/about.html,NULL,NULL,
5202,VolP Solutions,Digital Social Innovation Database,Not found,NULL,NULL,
5203,Voluntary Community and Social Enterprise Review,Digital Social Innovation Database,Not found,NULL,NULL,
5204,Volunteer Passport,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
5209,voXup,Digital Social Innovation Database,Not found,NULL,NULL,
5212,Wagn,Digital Social Innovation Database,Not found,NULL,NULL,
5216,Wallbeds,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5223,Waterproofing Basement,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5227,WEAVE - ZigZag,Digital Social Innovation Database,Not found,NULL,NULL,
5228,Web COmmunities for Statistics for Social Innovation (Web-COSI),Digital Social Innovation Database,http://www.webcosi.eu/about/,NULL,NULL,
5232,Web portal that centralizes in one place several ways to help causes with our day to day choices,Digital Social Innovation Database,Not found,NULL,NULL,
5233,web presence research,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5234,Web-COSI - Web COmmunities for Statistics for Social Innovation,Digital Social Innovation Database,http://www.webcosi.eu/about/,NULL,NULL,Duplicate of 5228
5235,Webliteracy NL,Digital Social Innovation Database,Not found,NULL,NULL,
5236,Website templates,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5251,What exactly is thin content and how can I improve my content?,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5254,What You Need to Know Fair Credit,Digital Social Innovation Database,Not found,NULL,NULL,
5256,Wheelmap.org,Digital Social Innovation Database,https://wheelmap.org/en/map#/?zoom=14,NULL,NULL,No about page
5257,whenvi.com,Digital Social Innovation Database,https://www.whenvi.com/about/,NULL,NULL,
5264,Why Purchase a Popcorn Machine,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5265,Why SEO is better for ranking,Digital Social Innovation Database,Not found,NULL,NULL,
5268,Why you need mSpy for keeping your children safely,Digital Social Innovation Database,Not found,NULL,NULL,
5269,Wilding Wallbeds,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5270,Wildlife Removal Dallas,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5271,Will Payday Loans For Bad Credit People From Direct Lender Help?,Digital Social Innovation Database,not found,NULL,NULL,Spam
5277,wireless speakers,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5281,Women Shift Digital,Digital Social Innovation Database,http://www.womenshiftdigital.com/about/,NULL,NULL,
5287,Work Visa Application,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5290,Working Actively To Change Hillfields Ltd,Digital Social Innovation Database,http://www.watchcharity.org.uk/,NULL,NULL,"Acronym ""WATCH"""
5294,WpLicense,Digital Social Innovation Database,Not found,NULL,NULL,
5295,Write My Dissertation,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5296,WritersBuzz,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5299,www.hapide.com,Digital Social Innovation Database,http://hap-ide.herokuapp.com/about,NULL,NULL,
5303,X,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
5304,xaxasx,Digital Social Innovation Database,Not found,NULL,NULL,
5306,XIAOMI HUAMI AMAZFIT,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5307,xx,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
5308,Yahora,Digital Social Innovation Database,Not found,NULL,NULL,
5310,Ye! BoostCamp Turkey,Digital Social Innovation Database,https://yecommunity.com/en/contest/ye-boost-camp-turkey-application,NULL,NULL,
5311,Your Love Back,Digital Social Innovation Database,Not found,NULL,NULL,
5315,Zachvang,Digital Social Innovation Database,Not found,NULL,NULL,
5316,ZenWeShare,Digital Social Innovation Database,Not found,NULL,NULL,Spam
5318,Znasichdani.sk,Digital Social Innovation Database,Not found,NULL,NULL,
5319,Zooniverse,Digital Social Innovation Database,https://www.zooniverse.org/about,NULL,NULL,
5606,DESIS - POLIMI DESIS Lab Italy,TRANSIT social innovation initiatives,http://www.desis.polimi.it/about/,NULL,NULL,
5607,BIEN-SUISSE (BIEN-Switzerland),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5608,INFORSE - Samsoe Energy Academy,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5609,"DESIS - ID+ DESIS Lab, Aveiro",TRANSIT social innovation initiatives,Not found,NULL,NULL,
5610,DESIS - DESIS Lab Belo Horizonte,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5611,DESIS - DESIS Lab Florianópolis,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5612,BICN - Basic Income Canada Network,TRANSIT social innovation initiatives,https://www.basicincomecanada.org/about_us,NULL,NULL,
5613,BIEN/Vereniging Basisinkomen,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5614,BIEN/Netzwerk Grundeinkommen,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5615,Impact Hub Amsterdam (IH AMS),TRANSIT social innovation initiatives,https://amsterdam.impacthub.net/our-purpose/#,NULL,NULL,
5616,Impact Hub Vienna,TRANSIT social innovation initiatives,https://vienna.impacthub.net/about-us/,NULL,NULL,
5617,"Impact Hub Belo Horizonte, Brazil",TRANSIT social innovation initiatives,Not found,NULL,NULL,
5618,Hackspace 2 (North-West of England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5619,Hackspace 3 (Southern England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5620,Hackspace 1 (North of England),TRANSIT social innovation initiatives,NULL,NULL,NULL,
5621,Hackspace 4 (South-Central England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5622,Ecovillage Findhorn,TRANSIT social innovation initiatives,https://www.ecovillagefindhorn.com/,NULL,NULL,
5623,Ecovillage Sieben Linden,TRANSIT social innovation initiatives,http://siebenlinden.org/en/start-2/,NULL,NULL,
5624,Ecovillage Schloss Tempelhof,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5625,Ecovillage Bergen,TRANSIT social innovation initiatives,http://www.dutch-ede.nl/eco-design-education/,NULL,NULL,
5626,Merkur Cooperative Bank,TRANSIT social innovation initiatives,https://www.merkur.dk/om-merkur/english/,NULL,NULL,
5627,CREDAL,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5628,Banca Popolare Etica,TRANSIT social innovation initiatives,https://www.bancaetica.it/,NULL,NULL,
5629,FIARE,TRANSIT social innovation initiatives,Not found,NULL,NULL,Spam
5630,FL4 (East England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5631,FL3 (North-East England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5632,FL2 (Southern England),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5633,FL1 [AWAITING PERMISSIONS],TRANSIT social innovation initiatives,Not found,NULL,NULL,
5634,ProSpecieRara,TRANSIT social innovation initiatives,https://www.prospecierara.ch/de/home,NULL,NULL,
5635,Arche Noah,TRANSIT social innovation initiatives,https://www.arche-noah.at/english/about-arche-noah,NULL,NULL,
5636,Red de Semillas,TRANSIT social innovation initiatives,http://www.redsemillas.info/presentacion/,NULL,NULL,
5637,Magház - Seed House,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5638,RIPESS/ Groupe Terre,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5639,RIPESS/ Ecocitrus,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5640,RIPESS/ APRES-GE,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5641,Participatory Budgeting Porto Alegre,TRANSIT social innovation initiatives,https://www.participedia.net/en/cases/participatory-budgeting-porto-alegre,NULL,NULL,
5642,Participatory Budgeting Belo Horizonte,TRANSIT social innovation initiatives,https://participedia.net/en/cases/belo-horizonte-participatory-budgeting,NULL,NULL,
5643,Participatory Budgeting Fortaleza,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5644,Participatory Budgeting Amsterdam (PB Amsterdam),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5645,Living Labs - Laurea,TRANSIT social innovation initiatives,https://www.laurea.fi/en/research-development-and-innovations/laurea-living-labs,NULL,NULL,
5646,Living Labs -iMinds Living Labs,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5647,Living Labs - Sfax Smart Living Lab,TRANSIT social innovation initiatives,https://smart-sfax.org/,NULL,NULL,
5648,Living Labs - Living Lab Eindhoven,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5649,Living Knowledge - Science Shop DTU,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5650,Living Knowledge - The Environmental Social Science Research Group (ESSRG),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5651,Living Knowledge - Wissenschaftsladen Bonn,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5652,ICA/Fucvam,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5653,ICA/CCVQ,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5654,ICA/MOI,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5655,ICA/COVILPI,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5656,INFORSE -VE,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5657,INFORSE -CLER,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5658,INFORSE -Ecoserveis,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5659,Via Campesina/RMRU,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5660,Via Campesina/ANAMURI,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5661,Via Campesina/APENOC,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5662,Via Campesina/MNCI,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5663,Transition Bro Gwaun,TRANSIT social innovation initiatives,https://transitionbrogwaun.org.uk/,NULL,NULL,
5664,Transition Town Tooting,TRANSIT social innovation initiatives,http://transitiontowntooting.blogspot.com/,NULL,NULL,
5665,Transition Norwich,TRANSIT social innovation initiatives,http://transitionnorwichnews.blogspot.com/p/peak-oil.html,NULL,NULL,
5666,Omstilling Ry (Transition Ry),TRANSIT social innovation initiatives,Not found,NULL,NULL,
5667,Volunteer Labour Bank/Network,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5668,Fair Shares,TRANSIT social innovation initiatives,http://www.fairshares.coop/what-is-fairshares/,NULL,NULL,
5669,Hour Exchange Portland,TRANSIT social innovation initiatives,http://www.hourexchangeportland.org/mission.htm,NULL,NULL,
5670,Spice,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5671,Slow Food Italy,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5672,Slow Food Mexico,TRANSIT social innovation initiatives,http://www.slowfood.mx/conocenos/,NULL,NULL,
5673,Slow Food USA,TRANSIT social innovation initiatives,https://www.slowfoodusa.org/,NULL,NULL,
5674,Slow Food Araba-Vitoria,TRANSIT social innovation initiatives,http://slowfoodaraba.es/home,NULL,NULL,
5675,Shareable-Co-Bologna&LabGov;,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5676,Shareable-ShareableAthens,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5677,Shareable- ShareBloomington,TRANSIT social innovation initiatives,Not found,NULL,NULL,
5678,Shareable-ShareMelbourne,TRANSIT social innovation initiatives,Not found,NULL,NULL,
7100,Mama Works,SI DRIVE  case studies: employment,https://www.mamaworks.com/fr/,https://www.facebook.com/mamaworksoffical/,,
7104,Association of Ecological Agriculture (ETO),SI DRIVE  case studies: environment and climate change,Not found,https://www.facebook.com/ETO.Dernek,https://twitter.com/etodernek,
7106,Smart Elderly Care,SI DRIVE  case studies: health and social care,Not found,,,
7107,Care (ISEDT-RAS),SI DRIVE  case studies: health and social care,Not found,,,
7112,Cohousing: Io Cambio Status,ImPRovE cases,Not found,,,
7113,Housing First Vienna,ImPRovE cases,Not found,http://www.neunerhaus.at/wohnen/housing-first/,,
7116,Tradate Solidale,ImPRovE cases,Not found,,,
7119,Public rental housing programme,WILCO cases,Not found,,,
7120,Her second chance,WILCO cases,Not found,,,
7121,Non-profit housing organisation,WILCO cases,Not found,,,
7124,Job Explorer,WILCO cases,Not found,,,
7125,Kreuzberg Acts,WILCO cases,Not found,,,
7126,Neighbourhood Mothers,WILCO cases,Not found,,,
7128,Optionskommune,WILCO cases,Not found,,,
7130,Osthuesheide neighbourhood,WILCO cases,Not found,,,
7131,Fare e abitare - Doing and living project,WILCO cases,Not found,,,
7133,Buurtmoeders Catering - Neighbourhood Mothers Catering,WILCO cases,Not found,,,
7136,Team for Solving Social Problems in the Field of Housing,WILCO cases,Not found,,,
7137,The Plock Council of Seniors,WILCO cases,Not found,,,
7138,The Russian Community Association,WILCO cases,http://russiancommunity.co.uk/community.php?page=s,,,
7139,City Social Housing Society,WILCO cases,Not found,,,
7146,Miljardprogrammet (The Billion Programme),SINGOCOM cases,Not found,,,
7147,Coompanion Inkubatorn,SINGOCOM cases,Not found,,,
7148,Integration guidelines,SINGOCOM cases,Not found,,,
7149,Professional integration and education for young mothers,SINGOCOM cases,Not found,,,
7150,The ORIF project,SINGOCOM cases,Not found,,,
7151,The Unit for Temporary Housing (ULT),SINGOCOM cases,,,,
7152,A locality approach to unemployment,SINGOCOM cases,Not found,,,
7153,Youth Employment and Enterprise Rehearsal (YEER),SINGOCOM cases,Not found,,,
7154,Lone parent support,SINGOCOM cases,Not found,,,
7157,Family Learning at the ANP,SINGOCOM cases,Not found,,,
7159,East Kent Housing-EKH,SINGOCOM cases,https://www.eastkenthousing.org.uk/about-us/,,,
7160,East Kent Housing-EKH,WILCO cases,https://www.eastkenthousing.org.uk/about-us/,,,Duplicate
7162,Family Learning at the ANP,WILCO cases,Not found,,,Duplicate
7166,Youth Employment and Enterprise Rehearsal (YEER),WILCO cases,Not found,,,Duplicate
7167,A locality approach to unemployment,WILCO cases,Not found,,,
7168,The Unit for Temporary Housing (ULT),WILCO cases,Not found,,,
7169,The ORIF project,WILCO cases,Not found,,,
7170,Professional integration and education for young mothers,WILCO cases,Not found,,,
7171,Integration guidelines,WILCO cases,Not found,,,
7172,Coompanion Inkubatorn,WILCO cases,Not found,,,
7173,Miljardprogrammet (The Billion Programme),WILCO cases,Not found,,,
7182,SpareSpace,TRANSITION success cases,http://www.sparespace.org/overons,www.facebook.com/sparespace.org,,
7203,The Garden Bunker,LIPSE cases,Not found,,,
7207,Templehofer Freedom,LIPSE cases,Not found,,,
7210,Social housing,LIPSE cases,Not found,,,
7211,Priestory,LIPSE cases,Not found,,,
7214,Dementia Care Network,LIPSE cases,Not found,,,
7215,Dementia Care Network,LIPSE cases,Not found,,,Duplicate
7220,Agencia de colocacion,ICT-enabled social innovation: cases,https://www.agenciadecolocacion.es/quienessomos.php,,,
7228,Aurora,ICT-enabled social innovation: cases,Not found,,,
7235,The Centre for Effective Services,ICT-enabled social innovation: cases,http://www.effectiveservices.org/about,,https://twitter.com/effectiveserv,
7240,Competence agencies,ICT-enabled social innovation: cases,Not found,,,
7247,ElternService,ICT-enabled social innovation: cases,https://awo-lifebalance.de/index.php?id=1689,,,
7250,Entrepreneurship education,ICT-enabled social innovation: cases,Not found,,,
7254,European Deaf University,ICT-enabled social innovation: cases,Not found,,,
7258,Go drone,ICT-enabled social innovation: cases,Not found,,,
7259,Hospital School Home,ICT-enabled social innovation: cases,Not found,,,
7264,Investing in Services for Outcomes,ICT-enabled social innovation: cases,Not found,,,
7270,K5 Television,ICT-enabled social innovation: cases,Not found,,,
7271,Katymar,ICT-enabled social innovation: cases,Not found,,,
7273,Kids hotline: 24 hour digital counselling for young people,ICT-enabled social innovation: cases,Not found,,,
7293,NORIF (Non-profit private organization for integration into employment and professional training),ICT-enabled social innovation: cases,Not found,,,
7295,Pledge bank (Imagination for the People Platform),ICT-enabled social innovation: cases,Not found,,,
7297,Prevention Visits,ICT-enabled social innovation: cases,Not found,,,
7298,Professional integration and education for young mothers,ICT-enabled social innovation: cases,Not found,,,
7302,Robocicla,ICT-enabled social innovation: cases,http://www.robocicla.net/que-es-robocicla/,,,
7315,Tomorrow people,ICT-enabled social innovation: cases,http://www.tomorrowpeople.org/about-us.html,,,
7317,Tracking and delivering targeted support for early school leavers,ICT-enabled social innovation: cases,Not found,,,
7328,Youth Guarantee,ICT-enabled social innovation: cases,http://www.youth-guarantee.eu/,,,
7330,Youth workshops and outreach youth work,ICT-enabled social innovation: cases,Not found,,,
7387,AFRIEK,BENISI (Building a European Network of Incubators for Social Innovation),https://afriek.com/pages/about,https://www.facebook.com/Afriek/,https://twitter.com/afrieksuits,
7401,MORAVIGLIA,BENISI (Building a European Network of Incubators for Social Innovation),Not found,,,
7403,PANECOTTO,BENISI (Building a European Network of Incubators for Social Innovation),Not found,https://www.facebook.com/panecotto.matera/,,
7416,School Raising,TRANSITION project: social innovation warehouse,https://schoolraising.it/chi-siamo/,https://www.facebook.com/SchoolRaising,https://twitter.com/schoolraising,
7425,Arizuka,TRANSITION project: social innovation warehouse,Not found,,,
7432,SPIDER-Int,ICT for social innovations,Not found,https://www.facebook.com/spidercenter/,https://twitter.com/Spidercenter,
7436,MSH IdeaLab Nigeria,ICT for social innovations,Not found,https://www.facebook.com/mshnigeriaidealab/,https://twitter.com/mshngidealab,
7441,BongoHive Zambia,ICT for social innovations,https://bongohive.co.zm/about/,,,
7443,Digital African Health Library,ICT for social innovations,http://www.digitalhealthlibrary.net/about-us/,https://www.facebook.com/DigitalAfricanHealthLibrary/?fref=ts,https://twitter.com/DigHealthLib,
7446,UNADEAF Uganda,ICT for social innovations,http://unadeaf.org/,https://www.facebook.com/unadeaf.org/,,About page not running
7472,Med Biotech Laboratories,Global Innovation Fund projects,Not found,,,
7474,WhereIsMyTransport,Global Innovation Fund projects,https://www.whereismytransport.com/services/,https://www.facebook.com/WhereIsMyTransport,https://twitter.com/mytransport?lang=en,
7480,PayGo Energy,Global Innovation Fund projects,https://www.paygoenergy.co/about/,https://www.facebook.com/paygoenergy/,https://twitter.com/paygo_energy?lang=en,
7484,Interactive Research and Development,Global Innovation Fund projects,http://ird.global/about-us/,,,
7542,Teater Psykbryt,EFESEIIS case studies,Not found,,,
7565,Happylab,MAKE IT case studies,http://www.happylab.at/en_vie/ueber-uns,https://www.facebook.com/happylab.at/,,
7580,Bilancio Partecipativo -- Bipart,EMPATIA case studies,https://bipart.org/how,https://www.facebook.com/bilanciopartecipativo/?hc_ref=SEARCH&fref=nf,,
7583,wmOP,EMPATIA case studies,Not found,,,
7586,Monitoraggio Opere Pubbliche,EMPATIA case studies,Not found,,,
7623,Legambiente Urban Ecosystem Initiative,WEBCOSI: civil society initiatives,Not found,https://www.facebook.com/legambiente.onlus/,https://twitter.com/Legambiente,
7658,Lernhaus ,SI DRIVE  case studies: education and lifelong learning,Not found,,,
7659,PROSA,SI DRIVE  case studies: education and lifelong learning,https://www.prosa.dk/,,,
7662,Hospedaje Estudiantil en Familia,SI DRIVE  case studies: education and lifelong learning,Not found,,,
7667, Scientific and Educational Centre - SEC,SI DRIVE  case studies: education and lifelong learning,Not found,,,
7669,Pripovijedaonic,SI DRIVE  case studies: education and lifelong learning,Not found,,,
12682,Beam,Digital Social Innovation Database,https://beamproject.co.uk/about/,NULL,NULL,
12683,"Building a semantic, social & distributed web to facilitate organisation & collaboration of the transition's world",Digital Social Innovation Database,Not found,NULL,NULL,
12684,Casserole Club,Digital Social Innovation Database,https://www.casseroleclub.com/about,NULL,NULL,
12686,Contre les coupures d'eau illegales,Digital Social Innovation Database,Not found,NULL,NULL,
12687,Crowdfunding the Future,Digital Social Innovation Database,Not found,NULL,NULL,
